Título,Tipo de Propiedad,Dirección,Zona,Número de Ambientes,Dormitorios,Número de Baños,Superficie Total,Superficie Construida,Precio,Expensas,Fecha de Publicación
Departamento 2 Ambientes Venta Liniers,"Departamento - Departamento
CAFAYATE al . Entre Tonelero y Caaguazu al 600, Liniers, CABA","Departamento - Departamento
CAFAYATE al . Entre Tonelero y Caaguazu al 600, Liniers, CABA",", Liniers, CABA",2 Ambientes,1 Dorm.,1 Baño,50.3 m² total,45.2 m² cubierto,USD 87.500,No especificado,Publicado el 12/11/2024
Departamento Monoambiente Venta Parque Chas,"Departamento - Departamento
COMBATIENTES DE MALVINAS al . Entre Llerena y Campillo al 3100, Parque Chas, CABA","Departamento - Departamento
COMBATIENTES DE MALVINAS al . Entre Llerena y Campillo al 3100, Parque Chas, CABA",", Parque Chas, CABA",1 Ambiente,1 Baño,No especificado,33 m² cubierto,No especificado,USD 76.000,No especificado,Publicado el 12/11/2024
Departamento Monoambiente Venta Villa Pueyrredón,"Departamento - Departamento
AV MOSCONI al . Entre Artigas al 2400, Villa Pueyrredón, CABA","Departamento - Departamento
AV MOSCONI al . Entre Artigas al 2400, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",1 Ambiente,1 Baño,No especificado,34 m² cubierto,No especificado,USD 87.000,No especificado,Publicado el 12/11/2024
Reservado Casa 5 Ambientes Venta Villa Pueyrredón,"Casa
M.F.SOLANO LOPEZ al . Entre Zamudio y caracas al 2300, Villa Pueyrredón, CABA","Casa
M.F.SOLANO LOPEZ al . Entre Zamudio y caracas al 2300, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",5 Ambientes,4 Dorm.,5 Baños,1 Cochera,326 m² total,USD 400.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Agronomía,"Departamento - Departamento
M.F.SOLANO LOPEZ al . Entre Bolivia y Artigas al 2500, Agronomía, CABA","Departamento - Departamento
M.F.SOLANO LOPEZ al . Entre Bolivia y Artigas al 2500, Agronomía, CABA",", Agronomía, CABA",3 Ambientes,2 Dorm.,1 Baño,59 m² total,59 m² cubierto,USD 110.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Urquiza,"Departamento - Departamento
AV TRIUNVIRATO al . Entre Quesada y Ibera al 5400, Villa Urquiza, CABA","Departamento - Departamento
AV TRIUNVIRATO al . Entre Quesada y Ibera al 5400, Villa Urquiza, CABA",", Villa Urquiza, CABA",2 Ambientes,1 Dorm.,1 Baño,56 m² total,52 m² cubierto,USD 110.000,No especificado,Publicado el 12/11/2024
Departamento Dos Ambientes Venta Villa Del Parque,"Departamento - Departamento
NAZARRE al . Entre condarco y Bolivia al 2600, Villa del Parque, CABA","Departamento - Departamento
NAZARRE al . Entre condarco y Bolivia al 2600, Villa del Parque, CABA",", Villa del Parque, CABA",2 Ambientes,1 Dorm.,1 Baño,54.65 m² total,45.25 m² cubierto,USD 120.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambiente Venta Villa Pueyrredón,"Departamento - Departamento
GAVILAN al . Entre Carlos a . lopez y Griveo al 4800, Villa Pueyrredón, CABA","Departamento - Departamento
GAVILAN al . Entre Carlos a . lopez y Griveo al 4800, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",2 Ambientes,1 Dorm.,1 Baño,42.9 m² total,40.3 m² cubierto,USD 95.000,No especificado,Publicado el 12/11/2024
Casa Venta Villa Devoto,"Casa
JOSE LEON CABEZON al . Entre Bahia blanca y Gonzalez al 3800, Villa Pueyrredón, CABA","Casa
JOSE LEON CABEZON al . Entre Bahia blanca y Gonzalez al 3800, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",4 Ambientes,3 Dorm.,3 Baños,1 Cochera,360 m² total,USD 530.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Villa Del Parque,"Departamento - Departamento
FRANCISCO BEIRO al . Entre San nicolas y Emilio lamarca al 3600, Villa del Parque, CABA","Departamento - Departamento
FRANCISCO BEIRO al . Entre San nicolas y Emilio lamarca al 3600, Villa del Parque, CABA",", Villa del Parque, CABA",2 Ambientes,1 Dorm.,1 Baño,46 m² total,46 m² cubierto,USD 85.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
AV. DEL CARRIL al . Entre Terrada y condarco al 2700, Villa Pueyrredón, CABA","Departamento - Departamento
AV. DEL CARRIL al . Entre Terrada y condarco al 2700, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",3 Ambientes,2 Dorm.,2 Baños,72 m² total,67 m² cubierto,USD 147.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Palermo,"Departamento - Departamento
BULNES al . Entre Del libertador al 2700, Palermo, CABA","Departamento - Departamento
BULNES al . Entre Del libertador al 2700, Palermo, CABA",", Palermo, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,90.66 m² total,USD 600.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes En Venta Villa Pueyrredón,"Departamento - Departamento
CARACAS al . Entre Carlos a . lopez y Griveo al 4800, Villa Pueyrredón, CABA","Departamento - Departamento
CARACAS al . Entre Carlos a . lopez y Griveo al 4800, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",3 Ambientes,2 Dorm.,1 Baño,88.25 m² total,53 m² cubierto,USD 149.900,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Pueyrredon,"Departamento - Departamento
GAVILAN al . Entre Mosconi al 4700, Villa Pueyrredón, CABA","Departamento - Departamento
GAVILAN al . Entre Mosconi al 4700, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",2 Ambientes,1 Dorm.,1 Baño,46 m² total,41 m² cubierto,USD 85.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Urquiza,"Casa
CERETTI al . Entre Juramento y Echeverria al 1900, Villa Urquiza, CABA","Casa
CERETTI al . Entre Juramento y Echeverria al 1900, Villa Urquiza, CABA",", Villa Urquiza, CABA",5 Ambientes,4 Dorm.,2 Baños,1 Cochera,211 m² total,USD 360.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Devoto,"Casa
JOSE CUBAS al . Entre Llavallol y Av. san martin al 3400, Villa Devoto, CABA","Casa
JOSE CUBAS al . Entre Llavallol y Av. san martin al 3400, Villa Devoto, CABA",", Villa Devoto, CABA",5 Ambientes,4 Dorm.,4 Baños,286 m² total,216 m² cubierto,USD 270.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
ASUNCIÓN al . Entre Esquina y Nazca al 2800, Villa Pueyrredón, CABA","Departamento - Departamento
ASUNCIÓN al . Entre Esquina y Nazca al 2800, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",2 Ambientes,1 Dorm.,1 Baño,38 m² total,38 m² cubierto,USD 85.000,No especificado,Publicado el 12/11/2024
Casa 3 Ambientes Venta Villa Pueyrredón,"Casa
AV. SALVADOR M. DEL CARRIL al . Entre condarco y Terrada al 2700, Villa Pueyrredón, CABA","Casa
AV. SALVADOR M. DEL CARRIL al . Entre condarco y Terrada al 2700, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,152 m² total,USD 240.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
AV MOSCONI al . Entre Campana y Cuenca al 3200, Villa Pueyrredón, CABA","Departamento - Departamento
AV MOSCONI al . Entre Campana y Cuenca al 3200, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",2 Ambientes,1 Dorm.,1 Baño,59.31 m² total,41.62 m² cubierto,USD 150.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
HABANA al . Entre Cuenca y Campana al 3200, Villa Devoto, CABA","Departamento - Departamento
HABANA al . Entre Cuenca y Campana al 3200, Villa Devoto, CABA",", Villa Devoto, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,96 m² total,USD 199.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Devoto,"Casa
CERVANTES al . Entre Asuncion y Nueva york al 3600, Villa Devoto, CABA","Casa
CERVANTES al . Entre Asuncion y Nueva york al 3600, Villa Devoto, CABA",", Villa Devoto, CABA",5 Ambientes,4 Dorm.,2 Baños,348 m² total,218 m² cubierto,USD 315.000,No especificado,Publicado el 12/11/2024
Oficina Venta Villa Devoto,"Casa
EMILIO LAMARCA al . Entre Griveo y Ladines al 4900, Villa Devoto, CABA","Casa
EMILIO LAMARCA al . Entre Griveo y Ladines al 4900, Villa Devoto, CABA",", Villa Devoto, CABA",7 Ambientes,6 Dorm.,5 Baños,703 m² total,703 m² cubierto,USD 580.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Pueyrredón,"Casa
HABANA al . Entre Cuenca y Bulgaria al 3100, Villa Pueyrredón, CABA","Casa
HABANA al . Entre Cuenca y Bulgaria al 3100, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",4 Ambientes,3 Dorm.,3 Baños,282 m² total,136 m² cubierto,USD 450.000,No especificado,Publicado el 12/11/2024
Reservado Departamento 3 Ambientes Venta Agronomía,"Departamento - Departamento
AV. DEL CARRIL al . Entre Artigas al 2500, Agronomía, CABA","Departamento - Departamento
AV. DEL CARRIL al . Entre Artigas al 2500, Agronomía, CABA",", Agronomía, CABA",3 Ambientes,2 Dorm.,1 Baño,74 m² total,65.8 m² cubierto,USD 100.000,No especificado,Publicado el 12/11/2024
Casa 4 Ambientes Venta Villa Urquiza,"Casa
pasaje TALAVERA al . Entre Achega y Aizpurua al 5800, Villa Urquiza, CABA","Casa
pasaje TALAVERA al . Entre Achega y Aizpurua al 5800, Villa Urquiza, CABA",", Villa Urquiza, CABA",3 Ambientes,2 Dorm.,1 Baño,85 m² total,60 m² cubierto,USD 147.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Urquiza,"Departamento - Departamento
BUCARELLI al . Entre Le breton al 2800, Villa Urquiza, CABA","Departamento - Departamento
BUCARELLI al . Entre Le breton al 2800, Villa Urquiza, CABA",", Villa Urquiza, CABA",2 Ambientes,1 Dorm.,1 Baño,35 m² total,35 m² cubierto,USD 77.000,No especificado,Publicado el 12/11/2024
Departamento Dos Ambientes Venta Villa Del Parque,"Departamento - Departamento
NAZARRE al . Entre condarco y Bolivia al 2600, Villa del Parque, CABA","Departamento - Departamento
NAZARRE al . Entre condarco y Bolivia al 2600, Villa del Parque, CABA",", Villa del Parque, CABA",2 Ambientes,1 Dorm.,1 Baño,54.65 m² total,45.25 m² cubierto,USD 120.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Devoto,"Departamento - Departamento
CAMPANA al . Entre Pedro moran y Asuncion al 3800, Villa Devoto, CABA","Departamento - Departamento
CAMPANA al . Entre Pedro moran y Asuncion al 3800, Villa Devoto, CABA",", Villa Devoto, CABA",3 Ambientes,2 Dorm.,2 Baños,80 m² total,65 m² cubierto,USD 130.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Pueyrredon,"Casa
AV. NAZCA al . Entre Av mosconi y Carlos a . lopez al 4700, Villa Pueyrredón, CABA","Casa
AV. NAZCA al . Entre Av mosconi y Carlos a . lopez al 4700, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",5 Ambientes,4 Dorm.,4 Baños,302 m² total,182 m² cubierto,USD 360.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
AV MOSCONI al . Entre Av. nazca y Terrada al 2800, Villa Pueyrredón, CABA","Departamento - Departamento
AV MOSCONI al . Entre Av. nazca y Terrada al 2800, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",3 Ambientes,2 Dorm.,1 Baño,79 m² total,67 m² cubierto,USD 150.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
VALLEJOS al . Entre Argerich y Av. nazca al 2900, Villa Pueyrredón, CABA","Departamento - Departamento
VALLEJOS al . Entre Argerich y Av. nazca al 2900, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",2 Ambientes,1 Dorm.,1 Baño,60 m² total,53 m² cubierto,USD 125.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
GAVILAN al . Entre Av mosconi y Gabriela mistral al 4600, Villa Pueyrredón, CABA","Departamento - Departamento
GAVILAN al . Entre Av mosconi y Gabriela mistral al 4600, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",3 Ambientes,2 Dorm.,1 Baño,68 m² total,60 m² cubierto,USD 90.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Urquiza,"Departamento - Departamento
MENDOZA al . Entre Andonaegui y Barzana al 5400, Villa Urquiza, CABA","Departamento - Departamento
MENDOZA al . Entre Andonaegui y Barzana al 5400, Villa Urquiza, CABA",", Villa Urquiza, CABA",2 Ambientes,1 Dorm.,2 Baños,106.93 m² total,46.16 m² cubierto,USD 147.000,No especificado,Publicado el 12/11/2024
Departamento Monoambiente Venta Villa Pueyrredón,"Departamento - Departamento
GABRIELA MISTRAL al . Entre Av. nazca y Argerich al 2900, Villa Pueyrredón, CABA","Departamento - Departamento
GABRIELA MISTRAL al . Entre Av. nazca y Argerich al 2900, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",1 Ambiente,1 Baño,2 Cocheras,63 m² total,33 m² cubierto,USD 110.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Pueyrredóm,"Departamento - Departamento
AV. DEL CARRIL al . Entre Zamudio y Caracas al 2300, Villa Pueyrredón, CABA","Departamento - Departamento
AV. DEL CARRIL al . Entre Zamudio y Caracas al 2300, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",2 Ambientes,1 Dorm.,1 Baño,45.3 m² total,40 m² cubierto,USD 83.000,No especificado,Publicado el 12/11/2024
Casa 7 Ambientes Venta Villa Pueyrredón,"Casa
JOSE CUBAS al . Entre Bolivia y Artigas al 2500, Villa Pueyrredón, CABA","Casa
JOSE CUBAS al . Entre Bolivia y Artigas al 2500, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",7 Ambientes,6 Dorm.,4 Baños,4 Cocheras,538 m² total,USD 540.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
HABANA al . Entre Av san martin y Campana al 3300, Villa Devoto, CABA","Departamento - Departamento
HABANA al . Entre Av san martin y Campana al 3300, Villa Devoto, CABA",", Villa Devoto, CABA",3 Ambientes,2 Dorm.,2 Baños,1 Cochera,95 m² total,USD 230.000,No especificado,Publicado el 12/11/2024
Departamento Dos Ambientes Venta Villa Del Parque,"Departamento - Departamento
NAZARRE al . Entre condarco y Bolivia al 2600, Villa del Parque, CABA","Departamento - Departamento
NAZARRE al . Entre condarco y Bolivia al 2600, Villa del Parque, CABA",", Villa del Parque, CABA",2 Ambientes,1 Dorm.,1 Baño,62.7 m² total,42.7 m² cubierto,USD 125.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Pueyrredón,"Casa
CONDARCO al . Entre Ladines y Cabezon al 5000, Villa Pueyrredón, CABA","Casa
CONDARCO al . Entre Ladines y Cabezon al 5000, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",5 Ambientes,4 Dorm.,4 Baños,338 m² total,170 m² cubierto,USD 395.000,No especificado,Publicado el 12/11/2024
Ph 5 Ambientes Venta Villa Pueyrredón,"Casa - Duplex
LADINES al . Entre Artigas y Zamudio al 2400, Villa Pueyrredón, CABA","Casa - Duplex
LADINES al . Entre Artigas y Zamudio al 2400, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",5 Ambientes,4 Dorm.,3 Baños,1 Cochera,211 m² total,USD 250.000,No especificado,Publicado el 12/11/2024
Departamento Monoambiente Venta Villa Pueyrredón,"Departamento - Departamento
AV MOSCONI al . Entre Av. nazca y Terrada al 2800, Villa Pueyrredón, CABA","Departamento - Departamento
AV MOSCONI al . Entre Av. nazca y Terrada al 2800, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",1 Ambiente,1 Baño,No especificado,31 m² cubierto,No especificado,USD 66.500,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Urquiza,"Casa
BURELA al . Entre Napoles y Constantinopla al 1400, Villa Urquiza, CABA","Casa
BURELA al . Entre Napoles y Constantinopla al 1400, Villa Urquiza, CABA",", Villa Urquiza, CABA",5 Ambientes,4 Dorm.,4 Baños,2 Cocheras,354 m² total,USD 320.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Parque Chas,"Casa
BURELA al . Entre Napoles y Constantinopla al 1400, Parque Chas, CABA","Casa
BURELA al . Entre Napoles y Constantinopla al 1400, Parque Chas, CABA",", Parque Chas, CABA",5 Ambientes,4 Dorm.,4 Baños,2 Cocheras,354 m² total,USD 320.000,No especificado,Publicado el 12/11/2024
Casa 6 Ambientes Venta Monte Castro,"Casa
DAVID PEÑA al . Entre Gualeguaychu y Sanabria al 4300, Monte Castro, CABA","Casa
DAVID PEÑA al . Entre Gualeguaychu y Sanabria al 4300, Monte Castro, CABA",", Monte Castro, CABA",6 Ambientes,5 Dorm.,4 Baños,304 m² total,201 m² cubierto,USD 199.000,No especificado,Publicado el 12/11/2024
Casa 5 Ambientes Venta Villa Pueyrredón,"Casa
JOSE CUBAS al . Entre Llavallol y Av. san martin al 3400, Villa Pueyrredón, CABA","Casa
JOSE CUBAS al . Entre Llavallol y Av. san martin al 3400, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",5 Ambientes,4 Dorm.,4 Baños,286 m² total,216 m² cubierto,USD 270.000,No especificado,Publicado el 12/11/2024
Departamento Monoambiente Venta Agronomía,"Departamento - Departamento
AV SAN MARTIN al . Entre Navarro y Beiro al 5700, Agronomía, CABA","Departamento - Departamento
AV SAN MARTIN al . Entre Navarro y Beiro al 5700, Agronomía, CABA",", Agronomía, CABA",1 Ambiente,1 Baño,No especificado,30 m² cubierto,No especificado,USD 70.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Belgrano,"Departamento - Departamento
AV. MONROE al . Entre Zapiola y Freire al 3100, Belgrano, CABA","Departamento - Departamento
AV. MONROE al . Entre Zapiola y Freire al 3100, Belgrano, CABA",", Belgrano, CABA",2 Ambientes,1 Dorm.,1 Baño,31 m² total,31 m² cubierto,USD 90.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Devoto,"Departamento - Departamento
LLAVALLOL al . Entre Esquina y Pareja al 4100, Villa Devoto, CABA","Departamento - Departamento
LLAVALLOL al . Entre Esquina y Pareja al 4100, Villa Devoto, CABA",", Villa Devoto, CABA",3 Ambientes,2 Dorm.,1 Baño,62 m² total,58 m² cubierto,USD 120.000,No especificado,Publicado el 12/11/2024
Departamento - Retiro,"Departamento - Departamento
Sargento Cabral y Suipacha. Edificio de Categoría. Piso de m2. al 200, Retiro, CABA","Departamento - Departamento
Sargento Cabral y Suipacha. Edificio de Categoría. Piso de m2. al 200, Retiro, CABA",", Retiro, CABA",8 Ambientes,4 Dorm.,2 Baños,234 m² total,234 m² cubierto,USD 330.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Con Amplio Balcon En Esquina! Caballito,"Departamento - Departamento
Acoyte al al 400, Caballito, CABA","Departamento - Departamento
Acoyte al al 400, Caballito, CABA",", Caballito, CABA",3 Ambientes,2 Dorm.,1 Baño,77 m² total,67 m² cubierto,USD 129.000,No especificado,Publicado el 12/11/2024
Departamento 3 Ambientes Venta Villa Urquiza,"Departamento - Departamento
LAVOISIER al . Entre Manuela pedraza y Tamborini al 3300, Villa Urquiza, CABA","Departamento - Departamento
LAVOISIER al . Entre Manuela pedraza y Tamborini al 3300, Villa Urquiza, CABA",", Villa Urquiza, CABA",3 Ambientes,2 Dorm.,1 Baño,75 m² total,67 m² cubierto,USD 119.000,No especificado,Publicado el 12/11/2024
Departamento 2 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
AV MOSCONI al . Entre Av. nazca y Terrada al 2800, Villa Pueyrredón, CABA","Departamento - Departamento
AV MOSCONI al . Entre Av. nazca y Terrada al 2800, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",2 Ambientes,1 Dorm.,1 Baño,44 m² total,40 m² cubierto,USD 88.000,No especificado,Publicado el 12/11/2024
Reservado Departamento 3 Ambientes Venta Villa Pueyrredón,"Departamento - Departamento
AV. DEL CARRIL al . Entre Artigas al 2500, Villa Pueyrredón, CABA","Departamento - Departamento
AV. DEL CARRIL al . Entre Artigas al 2500, Villa Pueyrredón, CABA",", Villa Pueyrredón, CABA",3 Ambientes,2 Dorm.,1 Baño,74 m² total,65.8 m² cubierto,USD 100.000,No especificado,Publicado el 12/11/2024
