Ti­tulo,Tipo de Propiedad,Zona,Numero de Areas,Dormitorios,Numero de Banos,Superficie Total,Superficie Construida,Precio,Expensas,Fecha de Publicacion
Departamento 3 Ambientes Luminoso En San Telmo,Departamento,San Telmo,3,2,1,92,92,"$145,000",$0,04/10/2024
Semipiso 4 Ambientes Con Balcon,Departamento,San Telmo,4,3,2,97,97,"$155,000",$0,06/11/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,76,71,"$170,693",$0,13/11/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,79,73,"$170,838",$0,20/11/2024
Semipiso 4 Ambientes Con Balcones,Departamento,San Telmo,4,3,1,70,67,"$175,000",$0,06/11/2024
Departamento En San Telmo,Departamento,San Telmo,4,2,1,155,146,"$179,000",$0,02/10/2024
Dpto En Quartier Madero Urbano,Departamento,San Telmo,1,1,1,47,42,"$180,000",$0,30/09/2024
"Departamento En Venta En San Telmo, Capital Federal, Buenos Aires",Departamento,San Telmo,2,1,1,53,53,"$180,000",$0,19/11/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,79,73,"$181,440",$0,26/11/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,79,73,"$188,770",$0,26/11/2024
Departamento En Vetna De 2 Ambientes En San Telmo. Triplex,Departamento,San Telmo,2,1,2,106,52,"$189,000",$0,14/10/2024
Departamento En Venta 4 Ambientes - San Telmo,Departamento,San Telmo,4,3,1,106,106,"$190,000",$0,07/10/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,79,73,"$192,546",$0,26/11/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,91,83,"$196,319",$0,19/11/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,91,83,"$200,326",$0,14/10/2024
Departamento reciclado de 6 Ambientes,Departamento,San Telmo,6,5,2,230,165,"$210,000",$0,15/11/2024
Increible 3 Ambientes En Lezzama San Telmo. En Venta!,Departamento,San Telmo,3,2,2,91,83,"$212,673",$0,26/11/2024
Venta 3 Amb San Telmo Antiguo Reciclado Divino!,Departamento,San Telmo,3,2,3,130,122,"$220,000",$0,14/11/2024
Venta Departamento Semi Piso 4 Ambientes San Telmo,Departamento,San Telmo,4,3,3,140,134,"$230,000",$0,22/11/2024
Departamento 4 Ambientes // Se Vende Con Renta,Departamento,San Telmo,4,3,2,105,105,"$240,000",$0,06/11/2024
Semipiso 4 Ambientes Con Patio,Departamento,San Telmo,4,3,2,162,130,"$245,000",$0,06/11/2024
Semipiso 6 Ambientes Con Patio,Departamento,San Telmo,6,5,4,162,130,"$245,000",$0,06/11/2024
Venta Departamento Dúplex De 4 Ambientes En San Telmo,Departamento,San Telmo,4,3,2,146,123,"$255,000",$0,22/11/2024
Excelente Piso De 5 Amb-dependencia - Parrilla - Balcón,Departamento,San Telmo,5,4,3,179,170,"$275,000",$0,19/11/2024
Piso 5 Ambientes Con Dependencia De Servicio,Departamento,San Telmo,5,4,4,179,179,"$275,000",$0,06/11/2024
Semipiso 4 Ambientes Tipo Loft Con Entrepiso Reciclado,Departamento,San Telmo,4,3,2,158,128,"$280,000",$0,06/11/2024
Semipiso 7 Ambientes Con Dependencias,Departamento,San Telmo,7,6,3,228,225,"$340,000",$0,06/11/2024
Departamento - Venta - Capital Federal,Departamento,Vélez Sarsfield,4,3,2,104,97,"$165,000","$130,000",09/10/2024
casa venta velez sarsfield,Casa,Vélez Sarsfield,6,5,4,485,410,"$600,000","$180,000",05/11/2024
Reservado!! Fernández 500 P1° X Esc. Impecable!! 3 Ambientes A Mtrs. Del Parque Avellaneda. Muy Luminoso.,Departamento,Vélez Sarsfield,3,2,1,47,47,"$48,000",$0,16/10/2024
R. Falcón 4367: Depto. 3amb. + Balcón Corrido,Departamento,Vélez Sarsfield,3,2,1,63,52,"$82,000",$0,14/10/2024
Murature 4759: Amplio Y Luminoso 4amb. Patio De 10x4,Departamento,Vélez Sarsfield,4,3,2,146,93,"$129,000",$0,13/11/2024
"Amplio depto. 2 ambientes moderno al contrafrente con balcón, excelente vista y luminosidad !!!",Departamento,Versalles,2,1,1,52,46,"$118,000","$40,000",15/10/2024
Depto. 2 Amb Excelente Estado A 1 Cuadra Plaza Banff!,Departamento,Versalles,2,1,1,60,60,"$115,000","$76,500",20/11/2024
Departamento 3 Ambientes a la venta Versalles,Departamento,Versalles,3,2,1,54,52,"$90,000","$182,000",23/10/2024
"Venta en Versalles, Capital Federal",Departamento,Versalles,3,2,1,60,50,"$79,000",$0,25/11/2024
Departamento de 3 ambientes al frente con balcon super luminoso.,Departamento,Versalles,3,2,1,69,63,"$103,000",$0,19/11/2024
Depto. 3 Amb Contrafrente C/balcon,Departamento,Versalles,3,2,1,57,55,"$115,000",$0,16/11/2024
Depto. 2 Amb Excelente Estado A 1 Cuadra Plaza Banff!,Departamento,Versalles,2,1,1,60,60,"$115,000",$0,20/11/2024
Departamento - Venta - Capital Federal,Departamento,Versalles,3,2,2,60,60,"$140,000",$0,25/10/2024
Casa 3 Amb C/patio Y Terraza,Casa,Versalles,3,2,1,123,63,"$149,000",$0,12/11/2024
Venta Casa 6 Ambientes Amplio Patio Versalles,Casa,Versalles,6,5,2,220,190,"$200,000",$0,19/10/2024
INMEJORABLE ZONA CASA 3 AMB CON GRAN JARDIN VERSALLES - RUIZ DE LOS LLANOS 470,Casa,Versalles,3,2,1,261,61,"$280,000",$0,09/10/2024
3 Ambientes Contra frente OPORTUNIDAD a reciclar,Departamento,Villa Crespo,3,2,1,51,51,"$79,000","$23,749",04/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,45,36,"$113,000","$42,492",24/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,45,36,"$110,000","$70,000",24/11/2024
MONOAMBIENTE OPORTUNIDAD ZONA OUTLET,Departamento,Villa Crespo,1,1,1,42,38,"$74,500","$72,000",27/09/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,3,2,2,108,63,"$170,000","$80,000",01/10/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,2,1,1,40,40,"$78,000","$98,000",01/10/2024
Cómodo dos ambientes en Villa Crespo,Departamento,Villa Crespo,2,1,1,34,34,"$70,000","$100,000",15/10/2024
Excelente 2 ambientes 2 baños y balcón - Villa Crespo,Departamento,Villa Crespo,2,1,2,57,51,"$125,000","$100,000",16/10/2024
Espectacular 3amb con dependencia y parrilla en Villa Crespo,Departamento,Villa Crespo,3,2,2,72,67,"$159,000","$109,000",06/11/2024
"4 ambientes pequeños, baño y toilette, lavadero independiente. super luminoso.",Departamento,Villa Crespo,4,3,1,66,60,"$130,000","$120,000",22/11/2024
Aguirre 136 piso 3,Departamento,Villa Crespo,2,1,1,365,365,"$60,000","$125,000",05/11/2024
Villarroel 1200 Villa Crespo 3amb U$138.000,Departamento,Villa Crespo,3,2,2,75,67,"$138,000","$130,000",16/10/2024
Departamento en venta de 2 dormitorios en Villa Crespo,Departamento,Villa Crespo,3,2,1,50,50,"$84,000","$144,000",01/11/2024
Espectacular 3amb con dependencia y parrilla en Villa Crespo,Departamento,Villa Crespo,4,3,2,72,67,"$159,000","$150,000",06/11/2024
R mejia 1000 V Crespo 3amb bcon u$94.000. Apto credito,Departamento,Villa Crespo,3,2,1,56,52,"$94,000","$185,000",04/10/2024
"DEPARTAMENTO 3 DORMITORIOS - VILLA CRESPO, CAPITAL FEDERAL",Departamento,Villa Crespo,4,3,2,90,90,"$129,000","$201,000",01/11/2024
Imperdible 4 ambientes con cochera en Villa Crespo,Departamento,Villa Crespo,4,3,1,81,71,"$155,000","$225,000",24/10/2024
Departamento En Villa Crespo,Departamento,Villa Crespo,3,2,1,43,40,"$95,000","$300,000",05/10/2024
DEPARTAMENTO EN VENTA EN VILLA CRESPO,Departamento,Villa Crespo,2,1,1,56,45,"$119,626","$300,000",08/10/2024
Departamento 2 Ambientes Venta Villa Crespo,Departamento,Villa Crespo,2,1,1,25,25,"$46,000",$0,12/11/2024
Malabia 800 - Departamento de 2 Ambientes muy luminoso - Villa Crespo,Departamento,Villa Crespo,2,1,1,34,34,"$59,500",$0,24/09/2024
Aguirre 136 Piso 4,Departamento,Villa Crespo,2,1,1,365,365,"$63,000",$0,05/11/2024
Villa Crespo - Thames 800 - Luminoso 2 Amb. En Excelente Ubicación,Departamento,Villa Crespo,2,1,1,31,31,"$65,000",$0,24/11/2024
Venta Departamento 2 Ambientes Villa Crespo,Departamento,Villa Crespo,2,1,1,34,34,"$65,000",$0,06/11/2024
Amplio Departamento De 2 Ambientes. Al Frente C/balcón!!!,Departamento,Villa Crespo,2,1,1,45,42,"$68,000",$0,14/10/2024
Departamento En Villa Crespo - 2 Ambientes - Oportunidad,Departamento,Villa Crespo,2,1,1,39,38,"$77,000",$0,23/11/2024
Casa - Venta - Capital Federal,Casa,Villa Crespo,2,1,1,54,45,"$78,000",$0,08/11/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,54,52,"$78,000",$0,07/11/2024
"Monoambiente Super Luminoso, Excelente Ubicacion",Departamento,Villa Crespo,1,1,1,29,27,"$79,000",$0,24/09/2024
Departamento De 2 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,2,1,1,40,38,"$79,000",$0,23/10/2024
2 1/2 Ambientes En Pb Humahuaca 4500 Villa Crespo,Departamento,Villa Crespo,2,1,1,46,42,"$79,500",$0,15/10/2024
Departamento En Villa Crespo,Departamento,Villa Crespo,1,1,1,41,34,"$80,000",$0,28/10/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,2,1,1,39,37,"$82,000",$0,30/10/2024
Departamento De 2 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,2,1,1,37,34,"$83,000",$0,26/11/2024
Departamento De 2 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,2,1,1,50,45,"$84,000",$0,14/11/2024
Departamento En Villa Crespo,Departamento,Villa Crespo,2,1,1,35,32,"$85,000",$0,21/10/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,50,45,"$85,000",$0,20/11/2024
Frias 400 V Crespo 3amb 2do x esc u$ 85.000,Departamento,Villa Crespo,3,2,1,49,49,"$85,000",$0,17/11/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,2,1,1,35,32,"$88,000",$0,06/11/2024
Villa Crespo Venta Unidad De 2 Ambientes Con Balcón Al Frente !!!,Departamento,Villa Crespo,2,1,1,54,45,"$89,000",$0,06/11/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,47,47,"$89,000",$0,18/10/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,3,2,1,47,47,"$90,000",$0,06/11/2024
VENTA DEPARTAMENTO 3 AMBIENTES PALERMO,Departamento,Villa Crespo,3,2,1,48,48,"$90,000",$0,01/10/2024
Venta 2 1/2 Amb Con Patio.,Departamento,Villa Crespo,2,2,1,55,45,"$93,000",$0,06/11/2024
Venta: 3 Ambientes En Excelente Ubicación: Frente A Parque Centenario,Departamento,Villa Crespo,3,2,1,50,50,"$93,000",$0,28/10/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,2,1,1,41,34,"$95,000",$0,21/10/2024
2 Amb Con Balcon Terraza En Villa Crespo Acepta Permuta,Departamento,Villa Crespo,2,1,1,64,38,"$95,000",$0,30/09/2024
Departamento De 2 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,2,1,1,53,47,"$95,000",$0,03/11/2024
"Departamento 2 Amb. En Venta, Villa Crespo",Departamento,Villa Crespo,2,1,1,55,39,"$98,000",$0,25/11/2024
Venta: 2 Amb Super Luminoso Â· Piscina Â· Sum Con Parr Â· Apto Prof Â· Excelente Estado!,Departamento,Villa Crespo,2,1,1,38,38,"$100,000",$0,15/11/2024
Villa Crespo Departamento 3 Amb Retasado,Departamento,Villa Crespo,3,2,1,58,49,"$100,000",$0,08/10/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,63,58,"$105,000",$0,07/11/2024
Venta 4 Ambientes Con Balcón Muy Luminoso!,Departamento,Villa Crespo,4,3,1,63,58,"$107,000",$0,15/11/2024
"Honorio Pueyrredon 1800, Depto 2 Ambientes, Piso Alto Con Balcón Terraza A Estrenar - Villa Crespo",Departamento,Villa Crespo,2,1,1,43,35,"$107,800",$0,16/11/2024
"Depto contrafrente muy luminoso, terraza, parrilla, 2 dormitorios, living-comedor, bajas expensas",Departamento,Villa Crespo,3,2,1,70,45,"$110,000",$0,25/09/2024
Venta Departamento En Villa Crespo 4 Ambs Terraza,Departamento,Villa Crespo,4,3,1,75,60,"$110,000",$0,10/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,3,2,1,49,47,"$112,000",$0,22/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,46,37,"$113,000",$0,24/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,46,37,"$114,000",$0,24/11/2024
venta monoambiente palermo,Departamento,Villa Crespo,1,1,1,35,35,"$115,000",$0,06/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,46,37,"$116,000",$0,24/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,45,36,"$117,000",$0,24/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,46,37,"$117,000",$0,24/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,2,46,37,"$120,000",$0,24/11/2024
Departamento En Villa Crespo,Departamento,Villa Crespo,2,1,1,48,42,"$120,000",$0,08/11/2024
"Venta 2 Ambientes En Suite, Balcón, Toilette, Luminoso",Departamento,Villa Crespo,2,1,1,51,47,"$120,000",$0,26/11/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,55,55,"$120,000",$0,14/11/2024
Muy Lindo Depto. 3 Ambientes C/balcon Al Frente.,Departamento,Villa Crespo,3,2,1,68,63,"$120,000",$0,20/11/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,2,64,64,"$120,000",$0,22/11/2024
Venta Departamento 3 Ambientes - Villa Crespo - Apto Profesional,Departamento,Villa Crespo,3,2,1,86,53,"$125,000",$0,21/11/2024
Semipiso 3 Ambientes Al Frente Con Balcón Corrido,Departamento,Villa Crespo,3,2,1,65,65,"$125,000",$0,20/11/2024
"3 Amb. Parque Centenario, Av. Angel Gallardo 700",Departamento,Villa Crespo,3,2,1,63,59,"$130,000",$0,20/11/2024
Departamento - Villa Crespo - 3 Ambientes Dependencia De Servicio,Departamento,Villa Crespo,3,2,1,87,83,"$130,000",$0,01/10/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,68,60,"$135,000",$0,25/09/2024
Departamento En Villa Crespo,Departamento,Villa Crespo,3,2,1,72,69,"$135,000",$0,10/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,2,1,1,52,34,"$138,000",$0,24/11/2024
Departamento 2 Ambientes Villa Crespo,Departamento,Villa Crespo,2,1,1,51,44,"$145,600",$0,19/11/2024
Departamento 2 Ambientes Villa Crespo,Departamento,Villa Crespo,2,1,1,53,45,"$150,000",$0,19/11/2024
Casa De 2 Ambientes En Venta En Villa Crespo,Casa,Villa Crespo,2,1,1,128,62,"$150,000",$0,15/11/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,73,67,"$150,000",$0,20/11/2024
Departamento En Venta,Departamento,Villa Crespo,2,1,1,50,44,"$153,000",$0,22/10/2024
Departamento En Venta 3 Ambientes En 4to Piso Con Patio Villa Crespo,Departamento,Villa Crespo,3,2,1,73,67,"$154,900",$0,14/11/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,3,2,2,70,60,"$155,000",$0,01/10/2024
Excelente 3 Ambientes Pura Luz!,Departamento,Villa Crespo,3,2,2,66,66,"$155,000",$0,17/10/2024
Departamento De 4 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,4,3,3,165,154,"$155,000",$0,06/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,3,2,2,64,60,"$157,000",$0,24/11/2024
Departamento De 4 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,4,3,3,116,107,"$159,000",$0,22/11/2024
Departamento De 3 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,3,2,1,72,63,"$160,000",$0,15/11/2024
Departamento 4 Ambientes Con Balcon Y Patio!,Departamento,Villa Crespo,4,3,1,92,76,"$160,000",$0,06/11/2024
Araoz y R de Velasco 3 amb GRANDES 2 BAí‘OS y dep LUMINOSO y SILENCIOSO,Departamento,Villa Crespo,3,2,2,100,85,"$160,000",$0,01/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,3,2,2,64,60,"$161,000",$0,24/11/2024
Araoz y Aguirre 3 ambientes GRANDES 2 BAí‘OS y dep LUMINOSO y SILENCIOSO,Departamento,Villa Crespo,3,2,2,100,85,"$162,000",$0,01/10/2024
Ph En Venta. 5 Ambientes En Duplex. Reciclado Completamente. Quincho Con Parrilla. Sin Expensas. C. Arenal Al 4400. Villa Crespo,Casa,Villa Crespo,5,4,2,131,131,"$167,000",$0,03/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,3,2,2,64,60,"$168,000",$0,24/11/2024
Departamento De 4 Ambientes En Venta En Villa Crespo,Departamento,Villa Crespo,4,3,2,98,92,"$168,000",$0,10/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,3,2,2,61,51,"$181,375",$0,10/11/2024
Departamento Dos Ambientes A Estrenar En Villa Crespo,Departamento,Villa Crespo,2,1,1,71,58,"$185,000",$0,14/10/2024
Departamento En Villa Crespo,Departamento,Villa Crespo,4,3,1,92,85,"$185,000",$0,20/11/2024
Departamento En Venta Villa Crespo,Departamento,Villa Crespo,3,2,2,100,91,"$189,000",$0,09/10/2024
"Venta 3 Ambientes En Suite, Balcón, 2do Baño Completo, Cochera Opcional",Departamento,Villa Crespo,3,2,2,80,75,"$192,000",$0,23/10/2024
Departamento - Villa Crespo,Departamento,Villa Crespo,4,3,2,125,116,"$195,000",$0,08/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa Crespo,3,2,2,78,70,"$209,000",$0,24/11/2024
DEPARTAMENTO EN VENTA EN VILLA CRESPO,Departamento,Villa Crespo,3,2,2,100,82,"$213,358",$0,08/10/2024
"Departamento En Venta Ubicado En Villa Crespo, Capital Federal, Buenos Aires",Departamento,Villa Crespo,4,3,1,110,110,"$239,000",$0,08/11/2024
Departamento Con Gran Balcon Terraza En Esquina En Villa Crespo,Departamento,Villa Crespo,4,3,2,172,100,"$260,000",$0,24/10/2024
Piso Imperdible 5 ambientes en Villa Crespo,Departamento,Villa Crespo,5,4,2,150,135,"$297,000",$0,31/10/2024
Piso Imperdible 5 ambientes en Villa Crespo,Departamento,Villa Crespo,5,4,2,150,135,"$297,000",$0,29/10/2024
Duplex De 4 Ambientes Con Pileta Propia - Amenities - Categorí­a,Departamento,Villa Crespo,4,3,2,181,111,"$520,000",$0,29/10/2024
"Depto. 2 ambientes moderno al contra-frente con balcón, baño completo y toilette",Departamento,Villa del Parque,2,1,2,50,45,"$130,000","$35,000",15/10/2024
VENTA PH 3 AMB. EN PB + 2 PATIOS PROPIOS + PARQUE Y PARRILLA,Departamento,Villa del Parque,3,2,1,79,59,"$135,000","$36,000",10/10/2024
Virrey Cevallos 100 Congreso 2amb U$89.000,Departamento,Villa del Parque,2,1,1,44,41,"$89,000","$76,000",21/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,2,1,1,49,42,"$132,000","$80,000",27/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,2,1,1,50,45,"$90,000","$82,000",09/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,7,6,3,239,161,"$175,000","$83,000",19/10/2024
venta 3 ambientes con terraza Retiro,Departamento,Villa del Parque,3,2,1,45,32,"$54,000","$88,000",23/11/2024
Excelente 2 Ambientes A Estrenar !!!!,Departamento,Villa del Parque,2,1,1,57,52,"$100,000","$90,000",31/10/2024
"NOGOYA 2700, 3 amb , 53m2",Departamento,Villa del Parque,3,2,1,53,51,"$105,000","$95,000",18/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,2,1,1,57,57,"$79,900","$100,000",05/11/2024
VILLA DEL PARQUE VENTA 3 AMBIENTES CON COCHERA,Departamento,Villa del Parque,3,2,2,77,69,"$205,000","$106,200",16/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,3,2,2,54,54,"$75,000","$113,000",05/11/2024
VENTA DEPARTAMENTO 3 AMBIENTES VILLA DEL PARQUE,Departamento,Villa del Parque,3,2,1,67,60,"$125,000","$120,000",02/10/2024
EXCELENTE SEMIPISO DE 2 AMBIENTES AL CONTRAFRENTE CON BALCON,Departamento,Villa del Parque,2,1,1,54,44,"$115,000","$127,000",16/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,2,1,1,41,41,"$63,000","$188,000",26/11/2024
VILLA DEL PARQUE VENTA DEPTO. 4 AMBIENTES 2 BAí‘OS COCHERA,Departamento,Villa del Parque,4,3,2,86,72,"$195,000","$230,000",08/11/2024
Departamento - Villa Del Parque,Departamento,Villa del Parque,2,1,1,43,38,"$125,000","$650,000",11/11/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,2,1,1,36,36,"$54,900",$0,07/11/2024
2 Ambientes Super Luminoso Con Increí­bles Vistas!,Departamento,Villa del Parque,2,1,1,37,35,"$65,000",$0,14/10/2024
Departamento En Villa Del Parque,Departamento,Villa del Parque,2,1,1,45,45,"$65,000",$0,13/11/2024
DEPTO EN BUEN ESTADO - A MTS AV ALVAREZ JONTE Y AV NAZCA,Departamento,Villa del Parque,2,1,1,40,40,"$69,000",$0,25/11/2024
"2amb C/balcon En Venta En Villa Del Parque, Capital Federal, Buenos Aires",Departamento,Villa del Parque,2,1,1,365,315,"$70,000",$0,22/11/2024
Departamento - Villa Del Parque,Departamento,Villa del Parque,2,1,1,41,37,"$71,000",$0,13/11/2024
"Departamento En Venta En Villa Del Parque, Capital Federal, Buenos Aires",Departamento,Villa del Parque,1,1,1,29,29,"$73,000",$0,10/10/2024
2 AMBIENTES EN NAZARRE 3077 PISO 5 CON BALCON V. DEL PARQUE,Departamento,Villa del Parque,2,1,1,61,50,"$74,900",$0,11/10/2024
Departamento - Venta - Capital Federal,Departamento,Villa del Parque,3,2,1,54,54,"$79,000",$0,22/11/2024
Departamento 2 Ambientes Villa Del Parque,Departamento,Villa del Parque,2,1,1,46,46,"$85,000",$0,12/11/2024
"Depto. 2 Amb. P.b. Frente M/luminoso, Santo Tome Al 3200",Departamento,Villa del Parque,2,1,1,47,47,"$85,000",$0,22/11/2024
"Depto. 2 Amb. P.b. Frente M/luminoso, Santo Tome Al 3200",Departamento,Villa del Parque,2,1,1,47,47,"$85,000",$0,22/11/2024
